images,captions
11571,"A skateboarder amongst concrete walls, rising above them all"
11572,A man riding a skateboard in a half-pipe.
11573,The man is in midair on his skateboard and there is a large building in the background. 
11574,A person is riding a skateboard on a ramp.
11575,A man in glasses using a telephone in a salon.
11576,A man sitting at a table talking on a cellphone while another man stands by a mirror behind him.
11577,The man is sitting down talking on his cell phone. 
11578,A man in white shirt and glasses at a salon.
11579,A person on a mobile phone with a clock in the background.
11580,A man is on a horse in the snow with another person behind him.
11581,A man riding a horse while his friend riding a snowboard right behind him.
11582,A man riding a horse being followed by a person on snow skis. 
11583,A man is riding a horse in the snow.
11584,A horse walking in the snow with a person riding it
11585,A man riding a skateboard on top of a ramp.
11586,A crowd looks on as a young man does a skateboard trick.
11587,A man on a skateboard on a ramp in front of spectators.  
11588,a man with a hat jumping a barrier with a skate board
11589,a skateboarder in a blue shirt is doing a trick
11590,A man without a shirt holding a tennis racquet.
11591,Shirt less man with tennis racket walking on a court.
11592,A man with no shirt is playing tennis.
11593,A shirtless tennis player during the Australian Open
11594,A tennis player walks on the court and holds a racket.
11595,"A young man stands by a gate, holding an umbrella, nearby to a stream."
11596,A man holding a black umbrella while standing on a bridge.
11597,A man standing in the rain near a river.
11598,A man is holding an umbrella on a bridge above a river.
11599,A man is standing under an umbrella and on a bridge.
11600,A woman holding a glass is looking at her phone.
11601,Girl with drink in her hand checks her phone.
11602,Blurred image of a person outdoors at night holding a beer glass and using a mobile phone.
11603,A blurry picture of a lady holding a drink outdoors at a restaurant.
11604,A woman checks her phone outside at night while holding a drink.
11605,a kid has a bunch of wires in some bananas
11606,a boy looks at a lap top sitting on a table next to some bananas and wires
11607,There is no image here to provide a caption for.
11608,A young boy is doing a science experiment involving bananas and electrical cords.
11609,A boy is stringing bananas together with ribbon
11610,A young lady in a dress shirt and a blue tie smiling while having a seat.
11611,A woman in shirt and tie sitting in chair.
11612,The woman is wearing a dress tie and posing for a picture. 
11613,A smiling girl wearing a light blue shirt and dark blue tie.
11614,A woman leaning in and smiling at the camera.
11615,A woman with a tennis racket is tying her shoes.
11616,A tennis player bends over to tie her shoe.
11617,A woman on a tennis court tying her shoe.
11618,She must tie her shoe first so that she doesn't trip.
11619,A tennis player is tying her shoe with her tennis racket on the ground. 
11620,A boy is watching for the baseball in outfield 
11621,A young child is playing baseball next to a fence.
11622,a small child is playing a game of baseball
11623,A boy in a purple baseball uniform is in the outfield. 
11624,A little boy standing in a field with a baseball mitt.
11625,Boy in blue and red jacket holding a baseball bat.
11626,A boy holding a wood baseball bat in his hand.
11627,A small child holds a baseball bat with one hand.
11628,A young boy is holding a wooden baseball bat near the exterior of a residential house on a wintery hillside. 
11629,a boy hold a baseball bat in a dirt field
11630,A woman is walking by a sing with her cellphone.
11631,A women who is walking while on her cell phone.
11632,"a woman walking past a sign while talking on a cell phone 
"
11633,A woman and man walking on the street while the woman talks on her cell phone. 
11634,A person smiling next to a whole pizza.
11635,The man is smiling near a pizza at a restaurant.
11636,A man that is sitting in front of a pizza.
11637,A man sitting at a table that has a pizza on it.
11638,a man smiles as he sits in front of a big pizza 
11639,a person in a field flying a kite in the sky
11640,Person flying kite with two strings on a clear blue day.
11641,A man is in a field flying a kite.
11642,A woman is flying a kite in a open area.
11643,A woman stands flying a kite with both hands.
11644,A young baby standing in front of a refrigerator.
11645,A little kid getting a piece of food out of the fridge.
11646,A toddler girl getting something out of the refrigerator
11647,A child standing in front of a refrigerator taking things out.
11648,a small child is looking in a fridge
11649,A woman taking a piece of food out of another persons mouth with her mouth.
11650,A man and woman eating the same piece of food.
11651,The man and woman are eating the same donut hole.
11652,Two people are eating the same piece of food at the same time.
11653,A woman and a man pass food between their mouths.
11654,A woman in a room with multiple cats laying and walking around.
11655,A young woman is picking a black cat up off of the floor.
11656,A woman is reaching down for a black cat.
11657,A lady attempting to carry a black cat in the same room as two other cats.
11658,a person picking up a cat walking on the floor.
11659,A little girl is sitting on a bed and looking out the window.
11660,A child looking out of his window in the day.
11661,The girl sitting on the bed and staring out of the window.
11662,A child sitting on their bed looking out the window.
11663,A young person is sitting on their bed.
11664,A woman sitting down on a porch while holding a black cat.
11665,A happy old man sits on the patio with a black cat in his lap.
11666,Older man is holding his black cat in his lap
11667,A photo of a man with glasses holding a black cat
11668,A black cat sits on a man's lap on a porch swing.
11669,A man taking a picture on his cellular device.
11670,A man is taking a picture of a painting.
11671,A man is taking a picture of a painting displayed on a wall.
11672,a guy taking a picture of  some art work on the wall
11673,a man taking a picture of a painting on the wall with his phone
11674,A man cutting a pizza on a stove top with a knife.
11675,a person cutting a cheese pizza into slices on a silver tray with a knife.
11676,A person uses a knife to cut a pizza on a stove.
